id,question
6064,Can you recommend specific leisure activities that can be enjoyed in local parks?
6064,Is there a way to find out more about local attractions that focus on nature in the city?
6064,Are there any events or activities taking place in the green spaces around Kraków during my visit?
6064,What amenities typically accompany the leisure areas in Kraków's parks?
6078,What are some popular activities to enjoy in the nearby garden area?
6078,Is there any public transport available close to this attraction that I can use to get around?
6078,Can you tell me if the garden has any specific features that make it worthwhile to visit?
6078,"Are there nearby facilities, such as restrooms, that I should be aware of when visiting the site?"
6078,Does the garden offer any visitor services or amenities that enhance the experience?
2712,What is the historical significance of the Pomnik Jana Kochanowskiego in Kraków?
2712,Can you provide any information about the design or artistic elements of the statue?
2712,Is there a specific location or street where the memorial is situated in the city?
2712,Are there any events or activities commonly held at the site of the monument?
2712,What are some notable features of the surrounding area near Pomnik Jana Kochanowskiego?
10980,What are the opening hours for this attraction during the week?
10980,Can you tell me if there is any information about the historical significance of this site?
10980,Is there any public transport available nearby for easy access to this location?
10980,"Could you explain more about the amenities provided at this site, specifically regarding restroom availability?"
10980,Do you have any details about the types of activities or experiences one can expect at this attraction?
760,What kind of atmosphere can I expect at Pijana Wiśnia?
760,Does Pijana Wiśnia offer any outdoor seating for patrons?
760,"Are reservations necessary to dine at Pijana Wiśnia, or can I walk in?"
760,Is Pijana Wiśnia accessible for guests who use wheelchairs?
760,What type of drinks or beverages are specialty options at Pijana Wiśnia?
2755,Can you tell me about the historical significance of this landmark in Kraków?
2755,What types of memorials can be found at this attraction?
2755,Is there any specific visitor information available for this site?
2755,What is the general atmosphere like at this location in the city?
2755,Are there any notable events or activities typically held at this attraction?
6111,Can you suggest the best times to visit the garden area to enjoy its beauty?
6111,"Are there any facilities available for visitors, such as restrooms or seating areas?"
6111,What types of activities can one enjoy while exploring the garden at this location?
6111,"Is this attraction accessible for individuals with mobility challenges, such as wheelchair users?"
6111,Could you help me find the nearest public transport options to reach the garden?
1898,What type of food is offered at the Pitu Pitu fast food establishment?
1898,Does Pitu Pitu have outdoor seating for diners?
1898,Are there takeout options available at Pitu Pitu for those who want to eat on the go?
1898,Is Pitu Pitu accessible for individuals with mobility challenges?
1898,Are there any public transportation options nearby Pitu Pitu for easy access?
10504,What are the 24/7 opening hours like for Planet cash in Kraków?
10504,Is the Planet cash facility accessible for individuals with mobility issues?
10504,Where exactly is the Planet cash located in Kraków?
10504,Can you tell me if there are any ATMs available at the Planet cash site?
10504,Is there any information on the amenities near Planet cash that I should be aware of?
2725,What historical significance does the Pomnik Ofiar Faszyzmu w Krakowie hold?
2725,Can you tell me about the memorial's location within the city of Kraków?
2725,Is there any information available regarding the memorial's visiting hours?
2725,Are there any notable features or designs that make this memorial unique?
2725,How can visitors best access the Pomnik pomordowanych Żydów w KL Plaszow by public transportation?
8927,What can you tell me about the exact location of Suchy Jar 01 in Kraków?
8927,Is there any public transport available near the Suchy Jar 01 attraction?
8927,Are there any notable features or unique aspects about Suchy Jar 01 that visitors should be aware of?
8927,How much time should I allocate for my visit to Suchy Jar 01 for a complete experience?
8927,Can you provide guidance on accessibility options at the Suchy Jar 01 location?
4368,What kind of leisure activities can I enjoy at this garden attraction?
4368,Are there any facilities like toilets available for visitors?
4368,Could you tell me about the parking options near this attraction?
